Country,Year,Series,Value
Central African Republic,2005,Population aged 0 to 14 years old (percentage),43.4998
Central African Republic,2005,Population aged 60+ years old (percentage),4.973
Central African Republic,2005,Population density,6.4824
Central African Republic,2010,Population mid-year estimates (millions),4.3868
Central African Republic,2010,Population mid-year estimates for males (millions),2.1716
Central African Republic,2010,Population mid-year estimates for females (millions),2.2151
Central African Republic,2010,Sex ratio (males per 100 females),98.037
Central African Republic,2010,Population aged 0 to 14 years old (percentage),44.0561
Central African Republic,2010,Population aged 60+ years old (percentage),4.5572
Central African Republic,2010,Population density,7.0416
Central African Republic,2017,Population mid-year estimates (millions),4.596
Central African Republic,2017,Population mid-year estimates for males (millions),2.2779
Central African Republic,2017,Population mid-year estimates for females (millions),2.3181
Central African Republic,2017,Sex ratio (males per 100 females),98.2628
Central African Republic,2017,Population aged 0 to 14 years old (percentage),44.6462
Central African Republic,2017,Population aged 60+ years old (percentage),4.4704
Central African Republic,2017,Population density,7.3775
Central African Republic,2017,Surface area (thousand km2),622.984
Central African Republic,2020,Population mid-year estimates (millions),4.8298
Central African Republic,2020,Population mid-year estimates for males (millions),2.394
Central African Republic,2020,Population mid-year estimates for females (millions),2.4357
Central African Republic,2020,Sex ratio (males per 100 females),98.2888
Central African Republic,2020,Population aged 0 to 14 years old (percentage),43.5417
Central African Republic,2020,Population aged 60+ years old (percentage),4.4743
Central African Republic,2020,Population density,7.7527
Chad,2005,Population mid-year estimates (millions),10.0966
Chad,2005,Population mid-year estimates for males (millions),5.0315
Chad,2005,Population mid-year estimates for females (millions),5.0651
Chad,2005,Sex ratio (males per 100 females),99.3359
Chad,2005,Population aged 0 to 14 years old (percentage),49.1455
Chad,2005,Population aged 60+ years old (percentage),4.1732
Chad,2005,Population density,8.0183
Chad,2010,Population mid-year estimates (millions),11.9521
Chad,2010,Population mid-year estimates for males (millions),5.9619
Chad,2010,Population mid-year estimates for females (millions),5.9902
Chad,2010,Sex ratio (males per 100 females),99.5268
Chad,2010,Population aged 0 to 14 years old (percentage),48.7669
Chad,2010,Population aged 60+ years old (percentage),3.9427
Chad,2010,Population density,9.4918
Chad,2017,Population mid-year estimates (millions),15.0168
Chad,2017,Population mid-year estimates for males (millions),7.495
Chad,2017,Population mid-year estimates for females (millions),7.5218
Chad,2017,Sex ratio (males per 100 females),99.6443
Chad,2017,Population aged 0 to 14 years old (percentage),47.4006
Chad,2017,Population aged 60+ years old (percentage),3.9439
Chad,2017,Population density,11.9256
Chad,2017,Surface area (thousand km2),1284
Chad,2020,Population mid-year estimates (millions),16.4259
Chad,2020,Population mid-year estimates for males (millions),8.2002
Chad,2020,Population mid-year estimates for females (millions),8.2257
Chad,2020,Sex ratio (males per 100 females),99.6898
Chad,2020,Population aged 0 to 14 years old (percentage),46.4903
Chad,2020,Population aged 60+ years old (percentage),3.9355
Chad,2020,Population density,13.0447
Channel Islands,2005,Population mid-year estimates (millions),0.1517
Channel Islands,2005,Population mid-year estimates for males (millions),0.0743
Channel Islands,2005,Population mid-year estimates for females (millions),0.0774
Channel Islands,2005,Sex ratio (males per 100 females),96.0778
Channel Islands,2005,Population aged 0 to 14 years old (percentage),16.2772
Channel Islands,2005,Population aged 60+ years old (percentage),20.587
Channel Islands,2005,Population density,798.3053
Channel Islands,2010,Population mid-year estimates (millions),0.1597
Channel Islands,2010,Population mid-year estimates for males (millions),0.0787
Channel Islands,2010,Population mid-year estimates for females (millions),0.081
Channel Islands,2010,Sex ratio (males per 100 females),97.0951
Channel Islands,2010,Population aged 0 to 14 years old (percentage),15.544
Channel Islands,2010,Population aged 60+ years old (percentage),21.4638
Channel Islands,2010,Population density,840.7053
Channel Islands,2017,Population mid-year estimates (millions),0.1687
Channel Islands,2017,Population mid-year estimates for males (millions),0.0834
Channel Islands,2017,Population mid-year estimates for females (millions),0.0853
Channel Islands,2017,Sex ratio (males per 100 females),97.8348
Channel Islands,2017,Population aged 0 to 14 years old (percentage),15.3268
Channel Islands,2017,Population aged 60+ years old (percentage),22.939
Channel Islands,2017,Population density,887.7105
Channel Islands,2017,Surface area (thousand km2),0.18
Channel Islands,2020,Population mid-year estimates (millions),0.1739
Channel Islands,2020,Population mid-year estimates for males (millions),0.0861
Channel Islands,2020,Population mid-year estimates for females (millions),0.0878
Channel Islands,2020,Sex ratio (males per 100 females),98.0419
Channel Islands,2020,Population aged 0 to 14 years old (percentage),14.9744
Channel Islands,2020,Population aged 60+ years old (percentage),24.0247
Channel Islands,2020,Population density,915.0684
Chile,2005,Population mid-year estimates (millions),16.1827
Chile,2005,Population mid-year estimates for males (millions),7.9629
Chile,2005,Population mid-year estimates for females (millions),8.2198
Chile,2005,Sex ratio (males per 100 females),96.8739
Chile,2005,Population aged 0 to 14 years old (percentage),24.6648
Chile,2005,Population aged 60+ years old (percentage),11.8575
Chile,2005,Population density,21.7647
Chile,2010,Population mid-year estimates (millions),17.0625
Chile,2010,Population mid-year estimates for males (millions),8.397
Chile,2010,Population mid-year estimates for females (millions),8.6655
Chile,2010,Sex ratio (males per 100 females),96.9012
Chile,2010,Population aged 0 to 14 years old (percentage),22.0818
Chile,2010,Population aged 60+ years old (percentage),13.2874
Chile,2010,Population density,22.948
Chile,2017,Population mid-year estimates (millions),18.4704
Chile,2017,Population mid-year estimates for males (millions),9.0973
Chile,2017,Population mid-year estimates for females (millions),9.3732
Chile,2017,Sex ratio (males per 100 females),97.0562
Chile,2017,Population aged 0 to 14 years old (percentage),20.0242
Chile,2017,Population aged 60+ years old (percentage),16.1159
Chile,2017,Population density,24.8415
Chile,2017,Surface area (thousand km2),756.102
Chile,2020,Population mid-year estimates (millions),19.1162
Chile,2020,Population mid-year estimates for males (millions),9.4257
Chile,2020,Population mid-year estimates for females (millions),9.6905
Chile,2020,Sex ratio (males per 100 females),97.2667
Chile,2020,Population aged 0 to 14 years old (percentage),19.2387
Chile,2020,Population aged 60+ years old (percentage),17.3812
Chile,2020,Population density,25.71
China,2005,Population mid-year estimates (millions),1330.7764
China,2005,Population mid-year estimates for males (millions),683.4859
China,2005,Population mid-year estimates for females (millions),647.2905
China,2005,Sex ratio (males per 100 females),105.5918
China,2005,Population aged 0 to 14 years old (percentage),20.3534
China,2005,Population aged 60+ years old (percentage),10.7718
China,2005,Population density,141.7497
China,2010,Population mid-year estimates (millions),1368.8106
China,2010,Population mid-year estimates for males (millions),703.414
China,2010,Population mid-year estimates for females (millions),665.3966
China,2010,Sex ratio (males per 100 females),105.7135
China,2010,Population aged 0 to 14 years old (percentage),18.66
China,2010,Population aged 60+ years old (percentage),12.2005
China,2010,Population density,145.801
China,2017,Population mid-year estimates (millions),1421.0218
China,2017,Population mid-year estimates for males (millions),729.4624
China,2017,Population mid-year estimates for females (millions),691.5594
China,2017,Sex ratio (males per 100 females),105.4808
China,2017,Population aged 0 to 14 years old (percentage),17.9374
China,2017,Population aged 60+ years old (percentage),15.9633
China,2017,Population density,151.3624
China,2017,Surface area (thousand km2),9600
China,2020,Population mid-year estimates (millions),1439.3238
China,2020,Population mid-year estimates for males (millions),738.2473
China,2020,Population mid-year estimates for females (millions),701.0764
China,2020,Sex ratio (males per 100 females),105.302
China,2020,Population aged 0 to 14 years old (percentage),17.7118
China,2020,Population aged 60+ years old (percentage),17.3537
China,2020,Population density,153.3118
"China, Hong Kong SAR",2005,Population mid-year estimates (millions),6.7696
"China, Hong Kong SAR",2005,Population mid-year estimates for males (millions),3.2521
"China, Hong Kong SAR",2005,Population mid-year estimates for females (millions),3.5174
"China, Hong Kong SAR",2005,Sex ratio (males per 100 females),92.4577
"China, Hong Kong SAR",2005,Population aged 0 to 14 years old (percentage),14.3481
"China, Hong Kong SAR",2005,Population aged 60+ years old (percentage),15.5529
"China, Hong Kong SAR",2005,Population density,6447.2133
"China, Hong Kong SAR",2010,Population mid-year estimates (millions),6.9663
"China, Hong Kong SAR",2010,Population mid-year estimates for males (millions),3.2765
"China, Hong Kong SAR",2010,Population mid-year estimates for females (millions),3.6898
"China, Hong Kong SAR",2010,Sex ratio (males per 100 females),88.7997
"China, Hong Kong SAR",2010,Population aged 0 to 14 years old (percentage),11.9287
"China, Hong Kong SAR",2010,Population aged 60+ years old (percentage),18.4052
"China, Hong Kong SAR",2010,Population density,6634.601
"China, Hong Kong SAR",2017,Population mid-year estimates (millions),7.3063
"China, Hong Kong SAR",2017,Population mid-year estimates for males (millions),3.3733
"China, Hong Kong SAR",2017,Population mid-year estimates for females (millions),3.933
"China, Hong Kong SAR",2017,Sex ratio (males per 100 females),85.7683
"China, Hong Kong SAR",2017,Population aged 0 to 14 years old (percentage),11.4752
"China, Hong Kong SAR",2017,Population aged 60+ years old (percentage),23.4615
"China, Hong Kong SAR",2017,Population density,6958.4019
"China, Hong Kong SAR",2017,Surface area (thousand km2),1.1057
"China, Hong Kong SAR",2020,Population mid-year estimates (millions),7.497
"China, Hong Kong SAR",2020,Population mid-year estimates for males (millions),3.4397
"China, Hong Kong SAR",2020,Population mid-year estimates for females (millions),4.0573
"China, Hong Kong SAR",2020,Sex ratio (males per 100 females),84.7768
"China, Hong Kong SAR",2020,Population aged 0 to 14 years old (percentage),12.6724
"China, Hong Kong SAR",2020,Population aged 60+ years old (percentage),26.0544
"China, Hong Kong SAR",2020,Population density,7139.9819
"China, Macao SAR",2005,Population mid-year estimates (millions),0.4829
"China, Macao SAR",2005,Population mid-year estimates for males (millions),0.2294
"China, Macao SAR",2005,Population mid-year estimates for females (millions),0.2535
"China, Macao SAR",2005,Sex ratio (males per 100 females),90.5078
"China, Macao SAR",2005,Population aged 0 to 14 years old (percentage),17.0164
"China, Macao SAR",2005,Population aged 60+ years old (percentage),9.6277
"China, Macao SAR",2005,Population density,16149.097
"China, Macao SAR",2010,Population mid-year estimates (millions),0.5382
"China, Macao SAR",2010,Population mid-year estimates for males (millions),0.2583
"China, Macao SAR",2010,Population mid-year estimates for females (millions),0.2799
"China, Macao SAR",2010,Sex ratio (males per 100 females),92.2938
"China, Macao SAR",2010,Population aged 0 to 14 years old (percentage),12.9674
"China, Macao SAR",2010,Population aged 60+ years old (percentage),10.934
"China, Macao SAR",2010,Population density,18000.6355
"China, Macao SAR",2017,Population mid-year estimates (millions),0.6226
"China, Macao SAR",2017,Population mid-year estimates for males (millions),0.2988
"China, Macao SAR",2017,Population mid-year estimates for females (millions),0.3237
"China, Macao SAR",2017,Sex ratio (males per 100 females),92.3033
"China, Macao SAR",2017,Population aged 0 to 14 years old (percentage),13.2804
"China, Macao SAR",2017,Population aged 60+ years old (percentage),16.1189
"China, Macao SAR",2017,Population density,20822.2408
"China, Macao SAR",2017,Surface area (thousand km2),0.03
"China, Macao SAR",2020,Population mid-year estimates (millions),0.6493
"China, Macao SAR",2020,Population mid-year estimates for males (millions),0.3121
"China, Macao SAR",2020,Population mid-year estimates for females (millions),0.3372
